case_index,source_dir,trajectory_source_kind,project_slug,repo_dir_name,owner_repo,commit_version,case_key,project_dir,run_id,run_dir,manifest_path,context_path,executions_path,manifest_present,ok,project_attempt_count,project_log_count,total_repair_attempts,block_count,failed_block_count,first_failed_block,trajectory_classification,project_attempt_classification,not_one_shot_trajectory,not_one_shot_project_attempt,manifest_error,final_image,rollback_classification,block_count_analyzed,adjacent_rollback_count,non_adjacent_rollback_count,base_workspace_count,unknown_checkpoint_count,first_non_adjacent_block,first_non_adjacent_block_order,first_non_adjacent_target_block,first_non_adjacent_target_order,first_non_adjacent_skipped_blocks,rollback_edges
79,installamatic-runs-rerun-failures-3,state_run,jxnl-instructor,instructor,jxnl/instructor,959097e,jxnl/instructor@959097e,installamatic-runs-rerun-failures-3/projects/jxnl-instructor/instructor,installamatic-instructor,installamatic-runs-rerun-failures-3/state/jxnl-instructor/instructor/runs/installamatic-instructor,installamatic-runs-rerun-failures-3/state/jxnl-instructor/instructor/runs/installamatic-instructor/manifest.json,installamatic-runs-rerun-failures-3/state/jxnl-instructor/instructor/runs/installamatic-instructor/context.json,installamatic-runs-rerun-failures-3/state/jxnl-instructor/instructor/runs/installamatic-instructor/executions.jsonl,True,False,1,1,3,5,1,50-test-tooling,failed_in_project_run,failed_in_project_run,True,True,block failed: 50-test-tooling,pheragent-installamatic:installamatic-instructor-702cd1d72f9b-006-30-python-deps-repaired,previous_block_only_rollback,5,4,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous | 30-python-deps->50-test-tooling:previous
80,setupbench-runs-all-gpt-5.4-multiblock,state_run,aarora4-whisper,whisper,aarora4/whisper,24bed798a8d7162ac08cc806176cecc46b3cb05a,aarora4/whisper@24bed798a8d7162ac08cc806176cecc46b3cb05a,setupbench-runs-all-gpt-5.4-multiblock/projects/aarora4-whisper/whisper,setupbench-whisper,setupbench-runs-all-gpt-5.4-multiblock/state/aarora4-whisper/whisper/runs/setupbench-whisper,setupbench-runs-all-gpt-5.4-multiblock/state/aarora4-whisper/whisper/runs/setupbench-whisper/manifest.json,setupbench-runs-all-gpt-5.4-multiblock/state/aarora4-whisper/whisper/runs/setupbench-whisper/context.json,setupbench-runs-all-gpt-5.4-multiblock/state/aarora4-whisper/whisper/runs/setupbench-whisper/executions.jsonl,False,False,2,2,0,5,4,10-system-packages,missing_manifest_incomplete,missing_manifest_incomplete,True,True,manifest unavailable: missing_file,,previous_block_only_rollback,5,1,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous
81,setupbench-runs-all-gpt-5.4-multiblock,state_run,madmaze-pytesseract,pytesseract,madmaze/pytesseract,df9fce0b5c5ea3cd9182fce8870ab9241d951173,madmaze/pytesseract@df9fce0b5c5ea3cd9182fce8870ab9241d951173,setupbench-runs-all-gpt-5.4-multiblock/projects/madmaze-pytesseract/pytesseract,setupbench-pytesseract,setupbench-runs-all-gpt-5.4-multiblock/state/madmaze-pytesseract/pytesseract/runs/setupbench-pytesseract,setupbench-runs-all-gpt-5.4-multiblock/state/madmaze-pytesseract/pytesseract/runs/setupbench-pytesseract/manifest.json,setupbench-runs-all-gpt-5.4-multiblock/state/madmaze-pytesseract/pytesseract/runs/setupbench-pytesseract/context.json,setupbench-runs-all-gpt-5.4-multiblock/state/madmaze-pytesseract/pytesseract/runs/setupbench-pytesseract/executions.jsonl,True,True,2,2,0,5,0,,succeeded_after_project_retry,succeeded_after_project_retry,True,True,,pheragent-setupbench:setupbench-pytesseract-dabe7bccaead-007-final-clean-replay-clean-replay,previous_block_only_rollback,5,4,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-project-dependencies:previous | 30-project-dependencies->50-test-tooling:previous
82,setupbench-runs-all-gpt-5.4-multiblock,state_run,ta-lib-ta-lib-python,ta-lib-python,TA-Lib/ta-lib-python,0c957ed45e6371925cf0e4f44cc06833306c659c,TA-Lib/ta-lib-python@0c957ed45e6371925cf0e4f44cc06833306c659c,setupbench-runs-all-gpt-5.4-multiblock/projects/ta-lib-ta-lib-python/ta-lib-python,setupbench-ta-lib-python,setupbench-runs-all-gpt-5.4-multiblock/state/ta-lib-ta-lib-python/ta-lib-python/runs/setupbench-ta-lib-python,setupbench-runs-all-gpt-5.4-multiblock/state/ta-lib-ta-lib-python/ta-lib-python/runs/setupbench-ta-lib-python/manifest.json,setupbench-runs-all-gpt-5.4-multiblock/state/ta-lib-ta-lib-python/ta-lib-python/runs/setupbench-ta-lib-python/context.json,setupbench-runs-all-gpt-5.4-multiblock/state/ta-lib-ta-lib-python/ta-lib-python/runs/setupbench-ta-lib-python/executions.jsonl,True,True,3,3,5,5,0,,succeeded_after_project_retry,succeeded_after_project_retry,True,True,,pheragent-setupbench:setupbench-ta-lib-python-182770519819-007-final-clean-replay-clean-replay,previous_block_only_rollback,5,4,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-project-dependencies:previous | 30-project-dependencies->50-test-tooling:previous
83,setupbench-runs-all-gpt-5.4-multiblock,state_run,monero-project-monero,monero,monero-project/monero,84685492e63867b72fc6412093273ecd625190d1,monero-project/monero@84685492e63867b72fc6412093273ecd625190d1,setupbench-runs-all-gpt-5.4-multiblock/projects/monero-project-monero/monero,setupbench-monero,setupbench-runs-all-gpt-5.4-multiblock/state/monero-project-monero/monero/runs/setupbench-monero,setupbench-runs-all-gpt-5.4-multiblock/state/monero-project-monero/monero/runs/setupbench-monero/manifest.json,setupbench-runs-all-gpt-5.4-multiblock/state/monero-project-monero/monero/runs/setupbench-monero/context.json,setupbench-runs-all-gpt-5.4-multiblock/state/monero-project-monero/monero/runs/setupbench-monero/executions.jsonl,True,True,3,3,1,6,0,,succeeded_after_project_retry,succeeded_after_project_retry,True,True,,pheragent-setupbench:setupbench-monero-932f9f42f1fb-008-final-clean-replay-clean-replay,previous_block_only_rollback,6,5,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-runtime-toolchain:previous | 20-runtime-toolchain->30-project-dependencies:previous | 30-project-dependencies->40-native-build-config:previous | 40-native-build-config->60-service-or-final-validation-prep:previous
84,setupbench-runs-all-gpt-5.4-multiblock,state_run,prometheus-prometheus,prometheus,prometheus/prometheus,bd5b2ea95ce14fba11db871b4068313408465207,prometheus/prometheus@bd5b2ea95ce14fba11db871b4068313408465207,setupbench-runs-all-gpt-5.4-multiblock/projects/prometheus-prometheus/prometheus,setupbench-prometheus,setupbench-runs-all-gpt-5.4-multiblock/state/prometheus-prometheus/prometheus/runs/setupbench-prometheus,setupbench-runs-all-gpt-5.4-multiblock/state/prometheus-prometheus/prometheus/runs/setupbench-prometheus/manifest.json,setupbench-runs-all-gpt-5.4-multiblock/state/prometheus-prometheus/prometheus/runs/setupbench-prometheus/context.json,setupbench-runs-all-gpt-5.4-multiblock/state/prometheus-prometheus/prometheus/runs/setupbench-prometheus/executions.jsonl,True,True,2,2,0,6,0,,succeeded_after_project_retry,succeeded_after_project_retry,True,True,,pheragent-setupbench:setupbench-prometheus-f54f76f88b74-008-final-clean-replay-clean-replay,previous_block_only_rollback,6,5,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-go-runtime:previous | 20-go-runtime->30-project-dependencies:previous | 30-project-dependencies->50-test-tooling:previous | 50-test-tooling->60-service-or-final-validation-prep:previous
85,setupbench-runs-all-gpt-5.4-multiblock,state_run,servo-servo,servo,servo/servo,e199a67dac1aa3c74fb86f103c13ae78ce523f20,servo/servo@e199a67dac1aa3c74fb86f103c13ae78ce523f20,setupbench-runs-all-gpt-5.4-multiblock/projects/servo-servo/servo,setupbench-servo,setupbench-runs-all-gpt-5.4-multiblock/state/servo-servo/servo/runs/setupbench-servo,setupbench-runs-all-gpt-5.4-multiblock/state/servo-servo/servo/runs/setupbench-servo/manifest.json,setupbench-runs-all-gpt-5.4-multiblock/state/servo-servo/servo/runs/setupbench-servo/context.json,setupbench-runs-all-gpt-5.4-multiblock/state/servo-servo/servo/runs/setupbench-servo/executions.jsonl,True,False,4,4,17,5,1,50-test-tooling,failed_after_project_retries,failed_after_project_retries,True,True,block failed: 50-test-tooling,pheragent-setupbench:setupbench-servo-c513989527b8-004-20-rust-runtime-success,previous_block_only_rollback,5,4,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-rust-runtime:previous | 20-rust-runtime->30-project-dependencies:previous | 30-project-dependencies->50-test-tooling:previous
86,setupbench-runs-all-gpt-4.1-2rerun,state_run,fsspec-filesystem-spec,filesystem_spec,fsspec/filesystem_spec,3ff5fcaff6a4845cdd1985594120105fb35ceb51,fsspec/filesystem_spec@3ff5fcaff6a4845cdd1985594120105fb35ceb51,setupbench-runs-all-gpt-4.1-2rerun/projects/fsspec-filesystem-spec/filesystem_spec,setupbench-filesystem-spec,setupbench-runs-all-gpt-4.1-2rerun/state/fsspec-filesystem-spec/filesystem_spec/runs/setupbench-filesystem-spec,setupbench-runs-all-gpt-4.1-2rerun/state/fsspec-filesystem-spec/filesystem_spec/runs/setupbench-filesystem-spec/manifest.json,setupbench-runs-all-gpt-4.1-2rerun/state/fsspec-filesystem-spec/filesystem_spec/runs/setupbench-filesystem-spec/context.json,setupbench-runs-all-gpt-4.1-2rerun/state/fsspec-filesystem-spec/filesystem_spec/runs/setupbench-filesystem-spec/executions.jsonl,True,True,4,4,2,4,0,,succeeded_after_project_retry,succeeded_after_project_retry,True,True,,pheragent-setupbench:setupbench-filesystem-spec-006-final-clean-replay-clean-replay,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->01-system-deps:previous | 01-system-deps->02-python-deps:previous | 02-python-deps->03-test-prep:previous
87,setupbench-runs-all-gpt-4.1-2rerun,state_run,habitat-sh-habitat,habitat,habitat-sh/habitat,5826ff8e54da8985c2aa66b894aa962c4cd5d09b,habitat-sh/habitat@5826ff8e54da8985c2aa66b894aa962c4cd5d09b,setupbench-runs-all-gpt-4.1-2rerun/projects/habitat-sh-habitat/habitat,setupbench-habitat,setupbench-runs-all-gpt-4.1-2rerun/state/habitat-sh-habitat/habitat/runs/setupbench-habitat,setupbench-runs-all-gpt-4.1-2rerun/state/habitat-sh-habitat/habitat/runs/setupbench-habitat/manifest.json,setupbench-runs-all-gpt-4.1-2rerun/state/habitat-sh-habitat/habitat/runs/setupbench-habitat/context.json,setupbench-runs-all-gpt-4.1-2rerun/state/habitat-sh-habitat/habitat/runs/setupbench-habitat/executions.jsonl,True,True,2,2,1,8,1,04-validation-prep,succeeded_after_project_retry,succeeded_after_project_retry,True,True,,pheragent-setupbench:setupbench-habitat-007-final-clean-replay-clean-replay,previous_block_only_rollback,8,7,0,1,0,,,,,,BASE->00-preflight | 00-preflight->01-system-deps:previous | 01-system-deps->02-rust-install:previous | 01-system-deps->02-rust-toolchain:previous | 02-rust-install->03-habitat-install:previous | 02-rust-toolchain->03-rust-deps:previous | 03-habitat-install->04-rust-deps:previous | 03-rust-deps->04-validation-prep:previous
88,setupbench-runs-all-gpt-4.1-2rerun,state_run,dishait-tov-template,tov-template,dishait/tov-template,39c0898b29f4bf51da8321f765fabd197bd2d592,dishait/tov-template@39c0898b29f4bf51da8321f765fabd197bd2d592,setupbench-runs-all-gpt-4.1-2rerun/projects/dishait-tov-template/tov-template,setupbench-tov-template,setupbench-runs-all-gpt-4.1-2rerun/state/dishait-tov-template/tov-template/runs/setupbench-tov-template,setupbench-runs-all-gpt-4.1-2rerun/state/dishait-tov-template/tov-template/runs/setupbench-tov-template/manifest.json,setupbench-runs-all-gpt-4.1-2rerun/state/dishait-tov-template/tov-template/runs/setupbench-tov-template/context.json,setupbench-runs-all-gpt-4.1-2rerun/state/dishait-tov-template/tov-template/runs/setupbench-tov-template/executions.jsonl,True,False,4,4,0,4,0,,failed_after_project_retries,failed_after_project_retries,True,True,oracle validation failed,pheragent-setupbench:setupbench-tov-template-006-final-clean-replay-clean-replay,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->01-system-deps:previous | 01-system-deps->02-node-deps:previous | 02-node-deps->03-build-test-prep:previous
89,setupbench-runs-all-gpt-4.1-2rerun,state_run,aarora4-whisper,whisper,aarora4/whisper,24bed798a8d7162ac08cc806176cecc46b3cb05a,aarora4/whisper@24bed798a8d7162ac08cc806176cecc46b3cb05a,setupbench-runs-all-gpt-4.1-2rerun/projects/aarora4-whisper/whisper,setupbench-whisper,setupbench-runs-all-gpt-4.1-2rerun/state/aarora4-whisper/whisper/runs/setupbench-whisper,setupbench-runs-all-gpt-4.1-2rerun/state/aarora4-whisper/whisper/runs/setupbench-whisper/manifest.json,setupbench-runs-all-gpt-4.1-2rerun/state/aarora4-whisper/whisper/runs/setupbench-whisper/context.json,setupbench-runs-all-gpt-4.1-2rerun/state/aarora4-whisper/whisper/runs/setupbench-whisper/executions.jsonl,True,False,4,4,5,4,3,01-system-python,failed_after_project_retries,failed_after_project_retries,True,True,":4 http://archive.ubuntu.com/ubuntu noble InRelease\nGet:9 http://archive.ubuntu.com/ubuntu noble-updates InRelease [126 kB]\nIgn:9 http://archive.ubuntu.com/ubuntu noble-updates InRelease\nGet:10 http://archive.ubuntu.com/ubuntu noble-backports InRelease [126 kB]\nGet:11 http://archive.ubuntu.com/ubuntu noble/universe amd64 Packages [19.3 MB]\nIgn:10 http://archive.ubuntu.com/ubuntu noble-backports InRelease\nGet:12 http://archive.ubuntu.com/ubuntu noble/main amd64 Packages [1808 kB]\nGet:13 http://archive.ubuntu.com/ubuntu noble/restricted amd64 Packages [117 kB]\nGet:14 http://archive.ubuntu.com/ubuntu noble/multiverse amd64 Packages [331 kB]\nGet:15 http://archive.ubuntu.com/ubuntu noble-updates/main amd64 Packages [1284 kB]\nGet:16 http://archive.ubuntu.com/ubuntu noble-updates/restricted amd64 Packages [1383 kB]\nGet:17 http://archive.ubuntu.com/ubuntu noble-updates/universe amd64 Packages [2108 kB]\nGet:18 http://archive.ubuntu.com/ubuntu noble-updates/multiverse amd64 Packages [49.5 kB]\nGet:19 http://archive.ubuntu.com/ubuntu noble-backports/main amd64 Packages [48.9 kB]\nGet:20 http://archive.ubuntu.com/ubuntu noble-backports/universe amd64 Packages [35.9 kB]\nGet:21 http://archive.ubuntu.com/ubuntu noble-backports/multiverse amd64 Packages [671 B]\nFetched 31.0 MB in 3s (10.2 MB/s)\nReading package lists...\nReading package lists...\nBuilding dependency tree...\nReading state information...\ngcc is already the newest version (4:13.2.0-7ubuntu1).\ngcc set to manually installed.\ng++ is already the newest version (4:13.2.0-7ubuntu1).\ng++ set to manually installed.\nmake is already the newest version (4.3-4.1build2).\nThe following additional packages will be installed:\n javascript-common libexpat1-dev libjs-jquery libjs-sphinxdoc\n libjs-underscore libpython3-dev libpython3-stdlib libpython3.12-dev\n libpython3.12-minimal libpython3.12-stdlib libpython3.12t64 media-types\n python3-dev python3-minimal python3-pip-whl python3-pkg-resources\n python3-setuptools python3-setuptools-whl python3-wheel python3.12\n python3.12-dev python3.12-minimal python3.12-venv tzdata zlib1g-dev\nSuggested packages:\n apache2 | lighttpd | httpd python3-doc python3-tk python-setuptools-doc\n python3.12-doc binfmt-support\nThe following NEW packages will be installed:\n javascript-common libexpat1-dev libjs-jquery libjs-sphinxdoc\n libjs-underscore libpython3-dev libpython3-stdlib libpython3.12-dev\n libpython3.12-minimal libpython3.12-stdlib libpython3.12t64 media-types\n python3 python3-dev python3-minimal python3-pip python3-pip-whl\n python3-pkg-resources python3-setuptools python3-setuptools-whl python3-venv\n python3-wheel python3.12 python3.12-dev python3.12-minimal python3.12-venv\n tzdata zlib1g-dev\n0 upgraded, 28 newly installed, 0 to remove and 9 not upgraded.\nNeed to get 20.8 MB of archives.\nAfter this operation, 81.4 MB of additional disk space will be used.\n\nW: GPG error: https://download.docker.com/linux/ubuntu noble InRelease: At least one invalid signature was encountered.\nW: The repository 'https://download.docker.com/linux/ubuntu noble InRelease' is not signed.\nW: GPG error: http://security.ubuntu.com/ubuntu noble-security InRelease: At least one invalid signature was encountered.\nW: The repository 'http://security.ubuntu.com/ubuntu noble-security InRelease' is not signed.\nW: GPG error: http://archive.ubuntu.com/ubuntu noble InRelease: At least one invalid signature was encountered.\nW: The repository 'http://archive.ubuntu.com/ubuntu noble InRelease' is not signed.\nW: GPG error: http://archive.ubuntu.com/ubu",pheragent-setupbench:setupbench-whisper-002-00-preflight-success,previous_block_only_rollback,4,1,0,1,0,,,,,,BASE->00-preflight | 00-preflight->01-system-python:previous
90,setupbench-runs-all-gpt-4.1-2rerun,state_run,reflex-dev-reflex,reflex,reflex-dev/reflex,8657976a6e4b6b6aef305ee7f6154907bac86870,reflex-dev/reflex@8657976a6e4b6b6aef305ee7f6154907bac86870,setupbench-runs-all-gpt-4.1-2rerun/projects/reflex-dev-reflex/reflex,setupbench-reflex,setupbench-runs-all-gpt-4.1-2rerun/state/reflex-dev-reflex/reflex/runs/setupbench-reflex,setupbench-runs-all-gpt-4.1-2rerun/state/reflex-dev-reflex/reflex/runs/setupbench-reflex/manifest.json,setupbench-runs-all-gpt-4.1-2rerun/state/reflex-dev-reflex/reflex/runs/setupbench-reflex/context.json,setupbench-runs-all-gpt-4.1-2rerun/state/reflex-dev-reflex/reflex/runs/setupbench-reflex/executions.jsonl,True,False,4,4,2,4,0,,failed_after_project_retries,failed_after_project_retries,True,True,oracle validation failed,pheragent-setupbench:setupbench-reflex-006-final-clean-replay-clean-replay,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->01-system-deps:previous | 01-system-deps->02-python-deps:previous | 02-python-deps->03-build-test-prep:previous
91,setupbench-runs-all-gpt-4.1-2rerun,state_run,pallets-click,click,pallets/click,14f735cf59618941cf2930e633eb77651b1dc7cb,pallets/click@14f735cf59618941cf2930e633eb77651b1dc7cb,setupbench-runs-all-gpt-4.1-2rerun/projects/pallets-click/click,setupbench-click,setupbench-runs-all-gpt-4.1-2rerun/state/pallets-click/click/runs/setupbench-click,setupbench-runs-all-gpt-4.1-2rerun/state/pallets-click/click/runs/setupbench-click/manifest.json,setupbench-runs-all-gpt-4.1-2rerun/state/pallets-click/click/runs/setupbench-click/context.json,setupbench-runs-all-gpt-4.1-2rerun/state/pallets-click/click/runs/setupbench-click/executions.jsonl,True,False,4,4,1,3,0,,failed_after_project_retries,failed_after_project_retries,True,True,oracle validation failed,pheragent-setupbench:setupbench-click-005-final-clean-replay-clean-replay,previous_block_only_rollback,3,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->01-system-python:previous | 01-system-python->02-python-deps:previous
